AÑO,CÓDIGO_DEPARTAMENTO,DEPARTAMENTO,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2020,70,Sucre,204837,95.22,95.17,66.44,92.84,77.21,43.08,107.93,123.04,114.3,109.76,81.42,,,2,3.35,1.36,2.53,1.76,92.43,93.54,94.7,89.14,92.48,5.57,3.1,3.93,8.34,5.76,7.51,3.1,7.32,10.51,4.59
2020,73,Tolima,247605,99.37,99.27,70.66,97.01,85.93,51.47,110.54,103.33,114.67,117.57,90.92,,,3.29,2.87,2.89,3.93,3.06,90.22,96.19,92.73,85.91,90.79,6.48,0.94,4.38,10.16,6.15,5.13,0.94,4.39,7.76,2.74
2020,76,Valle del Cauca,846957,82.18,81.96,57.87,77.11,73.15,44.44,92.14,78.98,91.09,101.59,82.36,,,2.73,3.59,2.59,2.86,2.38,90.41,94.53,92.43,87.22,91.11,6.86,1.88,4.98,9.92,6.5,5.72,1.88,5.05,8.31,2.85
2020,81,Arauca,66580,92.84,92.81,59,90.7,74.91,37.32,105.96,95.92,116.78,108.35,78.52,,,3.93,2.21,3.54,4.82,4.48,85.52,93.77,87.63,79.79,86.81,10.55,4.02,8.83,15.39,8.71,3.9,4.02,3.48,5.77,1.73
2020,85,Casanare,93855,94.38,94.35,71.29,92.78,82.72,47.14,104.95,94.89,107.79,113.83,85.36,,,2.11,2.14,1.96,2.32,1.99,90.95,97.02,93.57,86.39,90.63,6.94,0.84,4.47,11.29,7.38,5.43,0.84,4.48,8.79,2.37
2020,86,Putumayo,80810,84.42,84.41,50.72,80.58,73.07,39.5,95.21,83.77,98.36,104.01,75.86,,,7.42,4.49,5.84,9.56,8.81,86.8,95.27,90.59,80.88,85.05,5.78,0.25,3.57,9.57,6.14,6.81,0.25,5.74,10.17,4.66
2020,88,Archipiélago de San Andrés. Providencia y Santa Catalina,11169,92.77,92.67,77.45,90.69,83.01,50.87,99.15,94.13,102.9,107.5,75.68,,,1.41,1.26,1.3,1.56,1.46,91.77,97.01,92.69,90.18,89.67,6.82,1.73,6.01,8.25,8.87,8.67,1.73,7.44,12.91,4.7
2020,91,Amazonas,22563,81.26,81.24,50.16,79.55,60.21,30.42,94.99,90.51,102.71,96.86,72.2,,,2.37,6.46,0.75,3.6,2.83,88.72,93.48,94.52,81.3,79.26,8.91,0.06,4.73,15.1,17.91,10,0.06,10.63,12.25,6.8
2020,94,Guainía,15771,70.52,70.51,55.92,69.96,33.54,10.73,83.91,96.5,105.58,72.4,43.18,,,3.53,5.18,3.49,3.13,3.04,81.46,90.67,84.51,72.31,79.5,15.01,4.16,12.01,24.57,17.45,10.5,4.16,11.43,13.99,3.6
2020,95,Guaviare,21482,83.07,83.06,43.3,76.41,67.8,34.28,100.72,81.17,103.18,111.13,83.61,,,4.41,3.09,3.27,5.81,6.32,86.67,95.66,91.56,78.61,83.32,8.92,1.25,5.17,15.58,10.36,6.04,1.25,5.45,8.77,3.37
2020,97,Vaupés,15910,53.47,53.47,30.55,54.96,31.22,13.32,62.8,43.8,78.15,58.55,40.98,,,2.54,2.88,2.11,2.8,4.09,81.18,90.45,79.57,82.34,81.14,16.28,6.67,18.32,14.86,14.76,7.15,6.67,7.86,7.44,5.08
2020,99,Vichada,33298,60.15,60.14,43.53,64.7,26.74,9.9,66.64,63.7,97.83,47.1,25.59,,,3.07,2.88,3.09,3.3,2.17,84.08,97.07,82.07,83.22,91.72,12.85,0.06,14.84,13.48,6.1,14.44,0.06,18.98,9.62,3.93
